filename,sr,duration_sec,nama,target,0_Absolute energy,0_Average power,0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_Entropy,0_Histogram mode,0_Interquartile range,0_Kurtosis,0_Max,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Min,0_Peak to peak distance,0_Root mean square,0_Skewness,0_Standard deviation,0_Variance
31-10-2025 10.26(11).mp3,48000,1.464,rizal,tutup,87.88447520271451,60.031233506429345,14054.0,56217.0,-0.0077240951359272,0.006509043741971254,1.4230418943533698e-05,2.8460837887067395e-05,4.269125683060109e-05,5.692167577413479e-05,7.11520947176685e-05,8.538251366120219e-05,9.961293260473589e-05,0.00011384335154826958,0.00012807377049180329,0.000142304189435337,0.9895874904662254,-0.006232906132936478,0.010070739546790719,17.888109225922538,0.3516860008239746,-2.898118153785318e-05,0.016053591388982217,0.0,0.005022347904741764,-0.19895847141742706,0.5506444722414017,0.035364288495136245,1.6970022235813293,0.035364276620034836,0.0012506320608583427
31-10-2025 10.26(12).mp3,48000,1.536,rizal,tutup,30.526410165061847,19.874234512769657,14745.0,58982.0,-0.006794407963752747,0.00602884404361248,1.3563368055555555e-05,2.712673611111111e-05,4.0690104166666664e-05,5.425347222222222e-05,6.781684027777778e-05,8.138020833333333e-05,9.494357638888889e-05,0.00010850694444444444,0.0001220703125,0.00013563368055555556,0.9900979561218366,0.005442319810390464,0.009543788735754788,13.441700197968377,0.18226948380470276,-1.2275904127658624e-05,0.010686564229871024,-2.946386530311429e-06,0.004755042175247581,-0.2106797695159912,0.39294925332069397,0.020347995883712635,1.31328690041643,0.02034799218069842,0.00041404078578576405
31-10-2025 10.26(2).mp3,48000,1.776,rizal,tutup,35.7528732631767,20.1313584833775,17049.0,68198.0,-0.006191758904606104,0.005856781266629696,1.173048048048048e-05,2.346096096096096e-05,3.519144144144144e-05,4.692192192192192e-05,5.86524024024024e-05,7.038288288288288e-05,8.211336336336337e-05,9.384384384384384e-05,0.00010557432432432433,0.0001173048048048048,0.9915341237121584,-0.012619673460721965,0.008950122050009668,14.498557628045294,0.1846350133419037,8.332334236995368e-07,0.010414018430224003,0.0,0.004475949099287391,-0.11883373558521271,0.3034687489271164,0.020479218294036195,1.2081859272993547,0.020479218277085404,0.0004193983812405088
31-10-2025 10.26(3).mp3,48000,1.584,rizal,tutup,23.498110957486812,14.834861121902474,15206.0,60825.0,-0.004671151749789715,0.004141971934586763,1.3152356902356902e-05,2.6304713804713804e-05,3.945707070707071e-05,5.260942760942761e-05,6.576178451178451e-05,7.891414141414142e-05,9.206649831649832e-05,0.00010521885521885521,0.00011837121212121212,0.00013152356902356902,0.9904259301914291,-0.005301639437675476,0.006633258832152933,13.29131689344819,0.1335272341966629,-5.295159200799704e-06,0.008542938241688522,-6.494440185633721e-07,0.0033066413968754205,-0.11888889968395233,0.25241613388061523,0.017579975592817244,1.2227112910162947,0.017579974795355627,0.00030905551380533907
31-10-2025 10.26(4).mp3,48000,1.56,rizal,tutup,29.44593840072363,18.87585362030388,14976.0,59904.0,-0.005981710739433765,0.00522144790738821,1.3354700854700855e-05,2.670940170940171e-05,4.0064102564102564e-05,5.341880341880342e-05,6.677350427350428e-05,8.012820512820513e-05,9.348290598290599e-05,0.00010683760683760684,0.0001201923076923077,0.00013354700854700856,0.9902901555800898,0.011362057924270641,0.00818376726238057,12.040579764856908,0.14406593143939972,-3.388466282140649e-06,0.010014068654062132,-5.049121682532132e-06,0.004094001837074757,-0.15083156526088715,0.29489749670028687,0.019830322708609977,1.44103627576038,0.019830322419111313,0.0003932416872459088
31-10-2025 10.26(5).mp3,48000,1.632,rizal,tutup,29.7358360211687,18.22072035509156,15667.0,62668.0,-0.007240378763526678,0.0067525506019592285,1.2765522875816994e-05,2.5531045751633988e-05,3.829656862745098e-05,5.1062091503267975e-05,6.382761437908497e-05,7.659313725490196e-05,8.935866013071895e-05,0.00010212418300653595,0.00011488970588235294,0.00012765522875816994,0.9907415604804382,-0.006953094899654393,0.010503137367777526,10.560975556626488,0.1681835800409317,-6.104760281560476e-06,0.010759857125467271,0.0,0.005248787114396691,-0.10125745832920074,0.26944103837013245,0.01948315926536998,1.2739722707563692,0.01948315830895171,0.00037959345769167396
31-10-2025 10.26(6).mp3,48000,1.752,rizal,tutup,29.523244458078103,16.851367310633794,16819.0,67276.0,-0.004816862754523754,0.004288916010409594,1.189117199391172e-05,2.378234398782344e-05,3.567351598173516e-05,4.756468797564688e-05,5.9455859969558596e-05,7.134703196347032e-05,8.323820395738203e-05,9.512937595129375e-05,0.00010702054794520547,0.00011891171993911719,0.9914194857909993,-0.01233261674642562,0.006869910110253841,12.629749484641795,0.15108239650726318,-9.353183846735122e-07,0.008913556456078634,-9.31032991502434e-06,0.003429474090808071,-0.1003253161907196,0.2514077126979828,0.01873675472618745,1.206278227565084,0.018736754702842414,0.0003510659767944873
31-10-2025 10.26(7).mp3,48000,1.392,rizal,tutup,24.779425189771075,17.801577626416396,13363.0,53452.0,-0.006000533699989319,0.005828205496072769,1.496647509578544e-05,2.993295019157088e-05,4.489942528735632e-05,5.986590038314176e-05,7.48323754789272e-05,8.979885057471264e-05,0.00010476532567049809,0.00011973180076628352,0.00013469827586206896,0.0001496647509578544,0.9890029366256051,0.005858342349529269,0.008793351822532713,11.496158394716584,0.12957893311977386,1.305150954676437e-06,0.009886825967386598,0.0,0.004396472591906786,-0.09536759555339813,0.224946528673172,0.01925774259851313,1.053848505839542,0.019257742554286267,0.00037086064828716823
31-10-2025 10.26(8).mp3,48000,1.488,rizal,tutup,16.741980136807314,11.25148826801942,14284.0,57139.0,-0.00589371845126152,0.005317076109349728,1.400089605734767e-05,2.800179211469534e-05,4.2002688172043014e-05,5.600358422939068e-05,7.000448028673835e-05,8.400537634408603e-05,9.80062724014337e-05,0.00011200716845878136,0.00012600806451612903,0.0001400089605734767,0.9897686023401683,-0.009690373390913005,0.008404231746681035,12.825200220064374,0.13093015551567078,-3.2694291459645445e-06,0.00840415904156954,0.0,0.004188662162050605,-0.08540911972522736,0.21633927524089813,0.01531021631753185,1.2421856358995305,0.015310215968445761,0.00023440271300045158
31-10-2025 10.26(9).mp3,48000,1.608,rizal,tutup,29.293934816085816,18.217857185806707,15436.0,61747.0,-0.005839948542416096,0.005159040447324514,1.2956053067993367e-05,2.5912106135986734e-05,3.88681592039801e-05,5.182421227197347e-05,6.478026533996684e-05,7.77363184079602e-05,9.069237147595356e-05,0.00010364842454394693,0.0001166044776119403,0.00012956053067993367,0.9905973886324361,-0.0006088808178901645,0.008103862055577338,7.54077102206535,0.14062775671482086,-1.7597917050177012e-06,0.010404172080194113,0.0,0.00404509948566556,-0.1161661297082901,0.25679388642311096,0.01948162657602148,0.526485614754836,0.019481626496539745,0.00037953377095067953
