t,NO2_mean
2022-02-25,3.920318566666667e-05
2022-02-26,
2022-02-27,
2022-02-28,
2022-03-01,
2022-03-02,3.119199124e-05
2022-03-03,3.0266420485074624e-05
2022-03-04,2.700228337384615e-05
2022-03-05,4.11022988e-05
2022-03-06,2.229665233333333e-05
2022-03-07,6.400101357471264e-05
2022-03-08,7.2068427875e-05
2022-03-09,6.896876915405405e-05
2022-03-10,3.685921225373134e-05
2022-03-11,2.3436677785714287e-05
2022-03-12,
2022-03-13,3.546042971363637e-05
2022-03-14,6.071324814285714e-05
2022-03-15,3.4913636882352936e-05
2022-03-16,
2022-03-17,3.014837410526316e-05
2022-03-18,3.812953294285714e-05
2022-03-19,3.197191133333333e-05
2022-03-20,3.510862744444445e-05
2022-03-21,2.90783385e-05
2022-03-22,
2022-03-23,2.3584845361904762e-05
2022-03-24,2.209629879764706e-05
2022-03-25,4.362378818072289e-05
2022-03-26,4.437914650704225e-05
2022-03-27,2.955118476923077e-05
2022-03-28,3.987806958333334e-05
2022-03-29,3.703392064197531e-05
2022-03-30,7.205364853962264e-05
2022-03-31,8.268252864516129e-05
2022-04-02,3.2845526314285714e-05
2022-04-03,3.445328906388889e-05
2022-04-04,6.92179741097561e-05
2022-04-05,6.147673587719298e-05
2022-04-06,6.939738494545455e-05
2022-04-07,6.895084560000001e-05
2022-04-08,6.0210285e-05
2022-04-09,4.029188505405405e-05
2022-04-10,5.027830229452055e-05
2022-04-11,4.805401128888889e-05
2022-04-12,2.9708827e-05
2022-04-13,5.3941831114754096e-05
2022-04-14,4.5938516968333335e-05
2022-04-15,4.775138847294118e-05
2022-04-16,3.938274329692307e-05
2022-04-17,
2022-04-18,4.6960820625e-05
2022-04-19,1.942199267857143e-05
2022-04-20,4.790793075e-05
2022-04-21,3.175332325735294e-05
2022-04-22,1.996937578983051e-05
2022-04-23,2.253997752173913e-05
2022-04-24,2.5452445272727276e-05
2022-04-25,5.09234485e-05
2022-04-26,2.1345519777777778e-05
2022-04-27,
2022-04-28,3.2683888859649125e-05
2022-04-29,2.559195146153846e-05
2022-04-30,1.03737096e-05
2022-05-01,2.459851450862069e-05
2022-05-02,2.4242968732307692e-05
2022-05-03,
2022-05-04,
2022-05-05,2.3136940828000003e-05
2022-05-06,4.4873116e-05
2022-05-07,3.7302138494444445e-05
2022-05-08,
2022-05-09,
2022-05-10,1.7641170666666667e-05
2022-05-11,3.875435823076923e-05
2022-05-12,3.5876334254347826e-05
2022-05-13,6.257642979775281e-05
2022-05-14,4.2400472736842104e-05
