t,h-28,h-16,h-7,h-22,h-9,h-8,h-4,h-21,h-10,h-11,h-2,h-6,h-5,h-1,NO_2
2021-10-20,0.10529883096998839,0.14875041659131466,0.24427705990174975,0.3537008701104035,0.4249847011239837,0.23150284392900283,0.2995662471020724,0.29508603187334614,0.2686593012077099,0.26031809300374315,0.048227331548347394,0.2382472296950227,0.24971462092534658,0.11962541220357552,0.32410635866742943
2021-10-21,0.16286114535113067,0.22825166599037489,0.2382472296950227,0.29508603187334614,0.23150284392900283,0.24427705990174975,0.207659174150501,0.2464406384851362,0.4249847011239837,0.2686593012077099,0.11962541220357552,0.24971462092534658,0.2995662471020724,0.32410635866742943,0.454728081892658
2021-10-22,0.16923431527803617,0.286470713145509,0.24971462092534658,0.2464406384851362,0.24427705990174975,0.2382472296950227,0.048227331548347394,0.5011760223082369,0.23150284392900283,0.4249847011239837,0.32410635866742943,0.2995662471020724,0.207659174150501,0.454728081892658,0.26384300803090777
2021-10-23,0.24939653809625145,0.34468976030064313,0.2995662471020724,0.5011760223082369,0.2382472296950227,0.24971462092534658,0.11962541220357552,0.1547215809080434,0.24427705990174975,0.23150284392900283,0.454728081892658,0.207659174150501,0.048227331548347394,0.26384300803090777,0.22751342369736555
2021-10-24,0.17738925260589394,0.4029088074557773,0.207659174150501,0.1547215809080434,0.24971462092534658,0.2995662471020724,0.32410635866742943,0.34130663122933574,0.2382472296950227,0.24427705990174975,0.26384300803090777,0.048227331548347394,0.11962541220357552,0.22751342369736555,0.19118383936382322
2021-10-25,0.2158950575927579,0.26031809300374315,0.048227331548347394,0.34130663122933574,0.2995662471020724,0.207659174150501,0.454728081892658,0.14875041659131466,0.24971462092534658,0.2382472296950227,0.22751342369736555,0.11962541220357552,0.32410635866742943,0.19118383936382322,0.47556525327541355
2021-10-26,0.3537008701104035,0.2686593012077099,0.11962541220357552,0.14875041659131466,0.207659174150501,0.048227331548347394,0.26384300803090777,0.22825166599037489,0.2995662471020724,0.24971462092534658,0.19118383936382322,0.32410635866742943,0.454728081892658,0.47556525327541355,0.3247701368848866
2021-10-27,0.29508603187334614,0.4249847011239837,0.32410635866742943,0.22825166599037489,0.048227331548347394,0.11962541220357552,0.22751342369736555,0.286470713145509,0.207659174150501,0.2995662471020724,0.47556525327541355,0.454728081892658,0.26384300803090777,0.3247701368848866,0.2152786087643041
2021-10-28,0.2464406384851362,0.23150284392900283,0.454728081892658,0.286470713145509,0.11962541220357552,0.32410635866742943,0.19118383936382322,0.34468976030064313,0.048227331548347394,0.207659174150501,0.3247701368848866,0.26384300803090777,0.22751342369736555,0.2152786087643041,0.10578708064372154
2021-10-29,0.5011760223082369,0.24427705990174975,0.26384300803090777,0.34468976030064313,0.32410635866742943,0.454728081892658,0.47556525327541355,0.4029088074557773,0.11962541220357552,0.048227331548347394,0.2152786087643041,0.22751342369736555,0.19118383936382322,0.10578708064372154,0.27661602011901437
