t,h-3,h-2,h-1,NO_2
2021-11-16,0.15391699887998914,0.18101059231549885,0.13822348262289916,0.09543637293029947
2021-11-17,0.18101059231549885,0.13822348262289916,0.09543637293029947,0.3522940062297792
2021-11-18,0.13822348262289916,0.09543637293029947,0.3522940062297792,0.3484682160896085
2021-11-19,0.09543637293029947,0.3522940062297792,0.3484682160896085,0.1820840200982753
2021-11-20,0.3522940062297792,0.3484682160896085,0.1820840200982753,0.1674470976628825
2021-11-21,0.3484682160896085,0.1820840200982753,0.1674470976628825,0.1528101752274897
2021-11-22,0.1820840200982753,0.1674470976628825,0.1528101752274897,0.15174424731584663
2021-11-23,0.1674470976628825,0.1528101752274897,0.15174424731584663,0.250292010688293
2021-11-24,0.1528101752274897,0.15174424731584663,0.250292010688293,0.21577905087822213
2021-11-25,0.15174424731584663,0.250292010688293,0.21577905087822213,0.18126609106815128
2021-11-26,0.250292010688293,0.21577905087822213,0.18126609106815128,0.1679560303108821
2021-11-27,0.21577905087822213,0.18126609106815128,0.1679560303108821,0.15464596955361293
2021-11-28,0.18126609106815128,0.1679560303108821,0.15464596955361293,0.2157955510605989
2021-11-29,0.1679560303108821,0.15464596955361293,0.2157955510605989,0.2769451325675849
2021-11-30,0.15464596955361293,0.2157955510605989,0.2769451325675849,0.33809471407457087
2021-12-01,0.2157955510605989,0.2769451325675849,0.33809471407457087,0.12947921839947044
2021-12-02,0.2769451325675849,0.33809471407457087,0.12947921839947044,0.09693368966255812
2021-12-03,0.33809471407457087,0.12947921839947044,0.09693368966255812,0.12247586797421588
2021-12-04,0.12947921839947044,0.09693368966255812,0.12247586797421588,0.12164353284945859
2021-12-05,0.09693368966255812,0.12247586797421588,0.12164353284945859,0.12081119772470131
2021-12-06,0.12247586797421588,0.12164353284945859,0.12081119772470131,0.11997886259994403
2021-12-07,0.12164353284945859,0.12081119772470131,0.11997886259994403,0.11914652747518674
2021-12-08,0.12081119772470131,0.11997886259994403,0.11914652747518674,0.1463246772095639
2021-12-09,0.11997886259994403,0.11914652747518674,0.1463246772095639,0.17811857523588556
2021-12-10,0.11914652747518674,0.1463246772095639,0.17811857523588556,0.17402441305652694
2021-12-11,0.1463246772095639,0.17811857523588556,0.17402441305652694,0.16993025087716832
2021-12-12,0.17811857523588556,0.17402441305652694,0.16993025087716832,0.14208991054017941
2021-12-13,0.17402441305652694,0.16993025087716832,0.14208991054017941,0.1294576111611419
2021-12-14,0.16993025087716832,0.14208991054017941,0.1294576111611419,0.32119053143072557
2021-12-15,0.14208991054017941,0.1294576111611419,0.32119053143072557,0.21820036858221217
2021-12-16,0.1294576111611419,0.32119053143072557,0.21820036858221217,0.11521020573369879
2021-12-17,0.32119053143072557,0.21820036858221217,0.11521020573369879,0.12756639520505234
2021-12-18,0.21820036858221217,0.11521020573369879,0.12756639520505234,0.20865598983389066
2021-12-19,0.11521020573369879,0.12756639520505234,0.20865598983389066,0.16897543622347458
2021-12-20,0.12756639520505234,0.20865598983389066,0.16897543622347458,0.16073349373298987
2021-12-21,0.20865598983389066,0.16897543622347458,0.16073349373298987,0.14740194734999343
2021-12-22,0.16897543622347458,0.16073349373298987,0.14740194734999343,0.134070400966997
2021-12-23,0.16073349373298987,0.14740194734999343,0.134070400966997,0.11468864181212424
2021-12-24,0.14740194734999343,0.134070400966997,0.11468864181212424,0.1463981119382788
2021-12-25,0.134070400966997,0.11468864181212424,0.1463981119382788,0.13589816270387828
2021-12-26,0.11468864181212424,0.1463981119382788,0.13589816270387828,0.12539821346947777
2021-12-27,0.1463981119382788,0.13589816270387828,0.12539821346947777,0.11489826423507728
2021-12-28,0.13589816270387828,0.12539821346947777,0.11489826423507728,0.1390433434060488
2021-12-29,0.12539821346947777,0.11489826423507728,0.1390433434060488,0.14377998012014265
2021-12-30,0.11489826423507728,0.1390433434060488,0.14377998012014265,0.14851661683423653
2021-12-31,0.1390433434060488,0.14377998012014265,0.14851661683423653,0.053885103423849
2022-01-01,0.14377998012014265,0.14851661683423653,0.053885103423849,0.1826387542635592
2022-01-02,0.14851661683423653,0.053885103423849,0.1826387542635592,0.11418845950941084
2022-01-03,0.053885103423849,0.1826387542635592,0.11418845950941084,0.2061229647893948
2022-01-04,0.1826387542635592,0.11418845950941084,0.2061229647893948,0.20005259119178773
2022-01-05,0.11418845950941084,0.2061229647893948,0.20005259119178773,0.1939822175941807
2022-01-06,0.2061229647893948,0.20005259119178773,0.1939822175941807,0.18791184399657362
2022-01-07,0.20005259119178773,0.1939822175941807,0.18791184399657362,0.12473059713479527
2022-01-08,0.1939822175941807,0.18791184399657362,0.12473059713479527,0.19149214035217244
2022-01-09,0.18791184399657362,0.12473059713479527,0.19149214035217244,0.24861427763745508
2022-01-10,0.12473059713479527,0.19149214035217244,0.24861427763745508,0.19742338989131095
2022-01-11,0.19149214035217244,0.24861427763745508,0.19742338989131095,0.1848554409666296
2022-01-12,0.24861427763745508,0.19742338989131095,0.1848554409666296,0.1722874920419483
2022-01-13,0.19742338989131095,0.1848554409666296,0.1722874920419483,0.15971954311726697
2022-01-14,0.1848554409666296,0.1722874920419483,0.15971954311726697,0.09365897152731094
2022-01-15,0.1722874920419483,0.15971954311726697,0.09365897152731094,0.0906338582501504
2022-01-16,0.15971954311726697,0.09365897152731094,0.0906338582501504,0.08760874497298987
2022-01-17,0.09365897152731094,0.0906338582501504,0.08760874497298987,0.08458363169582932
2022-01-18,0.0906338582501504,0.08760874497298987,0.08458363169582932,0.08155851841866878
2022-01-19,0.08760874497298987,0.08458363169582932,0.08155851841866878,0.07853340514150825
2022-01-20,0.08458363169582932,0.08155851841866878,0.07853340514150825,0.14560318117145124
2022-01-21,0.08155851841866878,0.07853340514150825,0.14560318117145124,0.13101096671233886
2022-01-22,0.07853340514150825,0.14560318117145124,0.13101096671233886,0.12135817065967913
2022-01-23,0.14560318117145124,0.13101096671233886,0.12135817065967913,0.1117053746070194
2022-01-24,0.13101096671233886,0.12135817065967913,0.1117053746070194,0.08979177297132769
2022-01-25,0.12135817065967913,0.1117053746070194,0.08979177297132769,0.13949889001034396
2022-01-26,0.1117053746070194,0.08979177297132769,0.13949889001034396,0.13584753585091358
2022-01-27,0.08979177297132769,0.13949889001034396,0.13584753585091358,0.17490918385124454
2022-01-28,0.13949889001034396,0.13584753585091358,0.17490918385124454,0.2139708318515755
2022-01-29,0.13584753585091358,0.17490918385124454,0.2139708318515755,0.15674964026316274
2022-01-30,0.17490918385124454,0.2139708318515755,0.15674964026316274,0.12759758523239967
2022-01-31,0.2139708318515755,0.15674964026316274,0.12759758523239967,0.15490204548019537
2022-02-01,0.15674964026316274,0.12759758523239967,0.15490204548019537,0.1225259311952193
2022-02-02,0.12759758523239967,0.15490204548019537,0.1225259311952193,0.09014981691024322
2022-02-03,0.15490204548019537,0.1225259311952193,0.09014981691024322,0.1110235447351983
2022-02-04,0.1225259311952193,0.09014981691024322,0.1110235447351983,0.19253535103424155
2022-02-05,0.09014981691024322,0.1110235447351983,0.19253535103424155,0.1344541454765779
2022-02-06,0.1110235447351983,0.19253535103424155,0.1344541454765779,0.13225296196955066
2022-02-07,0.19253535103424155,0.1344541454765779,0.13225296196955066,0.13005177846252344
2022-02-08,0.1344541454765779,0.13225296196955066,0.13005177846252344,0.1278505949554962
2022-02-09,0.13225296196955066,0.13005177846252344,0.1278505949554962,0.1678750208811041
2022-02-10,0.13005177846252344,0.1278505949554962,0.1678750208811041,0.14951996414907828
2022-02-11,0.1278505949554962,0.1678750208811041,0.14951996414907828,0.13116490741705247
2022-02-12,0.1678750208811041,0.14951996414907828,0.13116490741705247,0.11280985068502668
2022-02-13,0.14951996414907828,0.13116490741705247,0.11280985068502668,0.09445479395300084
2022-02-14,0.13116490741705247,0.11280985068502668,0.09445479395300084,0.2295344813187758
2022-02-15,0.11280985068502668,0.09445479395300084,0.2295344813187758,0.36461416868455077
2022-02-16,0.09445479395300084,0.2295344813187758,0.36461416868455077,0.2614701812237416
2022-02-17,0.2295344813187758,0.36461416868455077,0.2614701812237416,0.2188214261395288
2022-02-18,0.36461416868455077,0.2614701812237416,0.2188214261395288,0.17617267105531592
2022-02-19,0.2614701812237416,0.2188214261395288,0.17617267105531592,0.1335239159711031
2022-02-20,0.2188214261395288,0.17617267105531592,0.1335239159711031,0.16160698420662803
2022-02-21,0.17617267105531592,0.1335239159711031,0.16160698420662803,0.18969005244215298
2022-02-22,0.1335239159711031,0.16160698420662803,0.18969005244215298,0.2177731206776779
2022-02-23,0.16160698420662803,0.18969005244215298,0.2177731206776779,0.09432432259259016
2022-02-24,0.18969005244215298,0.2177731206776779,0.09432432259259016,0.11176886616747317
2022-02-25,0.2177731206776779,0.09432432259259016,0.11176886616747317,0.20064562080498474
2022-02-26,0.09432432259259016,0.11176886616747317,0.20064562080498474,0.19232728572636376
2022-02-27,0.11176886616747317,0.20064562080498474,0.19232728572636376,0.1840089506477427
2022-02-28,0.20064562080498474,0.19232728572636376,0.1840089506477427,0.17569061556912172
2022-03-01,0.19232728572636376,0.1840089506477427,0.17569061556912172,0.16737228049050068
2022-03-02,0.1840089506477427,0.17569061556912172,0.16737228049050068,0.1590539454118797
2022-03-03,0.17569061556912172,0.16737228049050068,0.1590539454118797,0.15424866465822995
2022-03-04,0.16737228049050068,0.1590539454118797,0.15424866465822995,0.137302261420668
2022-03-05,0.1590539454118797,0.15424866465822995,0.137302261420668,0.21050523633415721
2022-03-06,0.15424866465822995,0.137302261420668,0.21050523633415721,0.11287206183579011
2022-03-07,0.137302261420668,0.21050523633415721,0.11287206183579011,0.32938837174514274
2022-03-08,0.21050523633415721,0.11287206183579011,0.32938837174514274,0.3712719235563871
2022-03-09,0.11287206183579011,0.32938837174514274,0.3712719235563871,0.3551794419007356
2022-03-10,0.32938837174514274,0.3712719235563871,0.3551794419007356,0.1884764265339828
2022-03-11,0.3712719235563871,0.3551794419007356,0.1884764265339828,0.11879072589885109
2022-03-12,0.3551794419007356,0.1884764265339828,0.11879072589885109,0.1500025502885279
2022-03-13,0.1884764265339828,0.11879072589885109,0.1500025502885279,0.18121437467820478
2022-03-14,0.11879072589885109,0.1500025502885279,0.18121437467820478,0.31231929748135623
2022-03-15,0.1500025502885279,0.18121437467820478,0.31231929748135623,0.17837559325126592
2022-03-16,0.18121437467820478,0.31231929748135623,0.17837559325126592,0.1660056985743975
2022-03-17,0.31231929748135623,0.17837559325126592,0.1660056985743975,0.15363580389752907
2022-03-18,0.17837559325126592,0.1660056985743975,0.15363580389752907,0.1950715436829807
2022-03-19,0.1660056985743975,0.15363580389752907,0.1950715436829807,0.163103052402281
2022-03-20,0.15363580389752907,0.1950715436829807,0.163103052402281,0.1793879247128809
2022-03-21,0.1950715436829807,0.163103052402281,0.1793879247128809,0.14808050575059747
2022-03-22,0.163103052402281,0.1793879247128809,0.14808050575059747,0.13382023623239936
2022-03-23,0.1793879247128809,0.14808050575059747,0.13382023623239936,0.11955996671420122
2022-03-24,0.14808050575059747,0.13382023623239936,0.11955996671420122,0.111831887452756
2022-03-25,0.13382023623239936,0.11955996671420122,0.111831887452756,0.2235960393086924
2022-03-26,0.11955996671420122,0.111831887452756,0.2235960393086924,0.22751762910423878
2022-03-27,0.111831887452756,0.2235960393086924,0.22751762910423878,0.1505353792055749
2022-03-28,0.2235960393086924,0.22751762910423878,0.1505353792055749,0.20414941203698792
2022-03-29,0.22751762910423878,0.1505353792055749,0.20414941203698792,0.18938345914176824
2022-03-30,0.1505353792055749,0.20414941203698792,0.18938345914176824,0.3711951937597047
2022-03-31,0.20414941203698792,0.18938345914176824,0.3711951937597047,0.42637709393557344
2022-04-01,0.18938345914176824,0.3711951937597047,0.42637709393557344,0.2970078442883858
2022-04-02,0.3711951937597047,0.42637709393557344,0.2970078442883858,0.16763859464119826
2022-04-03,0.42637709393557344,0.2970078442883858,0.16763859464119826,0.17598560793649842
2022-04-04,0.2970078442883858,0.16763859464119826,0.17598560793649842,0.3564732379406134
2022-04-05,0.16763859464119826,0.17598560793649842,0.3564732379406134,0.3162830926811597
2022-04-06,0.17598560793649842,0.3564732379406134,0.3162830926811597,0.3574046842197771
2022-04-07,0.3564732379406134,0.3162830926811597,0.3574046842197771,0.35508638828071293
2022-04-08,0.3162830926811597,0.3574046842197771,0.35508638828071293,0.30970806641414145
2022-04-09,0.3574046842197771,0.35508638828071293,0.30970806641414145,0.20629781561006438
2022-04-10,0.35508638828071293,0.30970806641414145,0.20629781561006438,0.2581442447546397
2022-04-11,0.30970806641414145,0.20629781561006438,0.2581442447546397,0.2465964049995474
2022-04-12,0.20629781561006438,0.2581442447546397,0.2465964049995474,0.15135380953458724
2022-04-13,0.2581442447546397,0.2465964049995474,0.15135380953458724,0.2771641677984796
2022-04-14,0.2465964049995474,0.15135380953458724,0.2771641677984796,0.23561340441431336
2022-04-15,0.15135380953458724,0.2771641677984796,0.23561340441431336,0.24502527973943042
2022-04-16,0.2771641677984796,0.23561340441431336,0.24502527973943042,0.20157782919667233
2022-04-17,0.23561340441431336,0.24502527973943042,0.20157782919667233,0.22124936102743628
2022-04-18,0.24502527973943042,0.20157782919667233,0.22124936102743628,0.24092089285820023
2022-04-19,0.20157782919667233,0.22124936102743628,0.24092089285820023,0.09794770663245994
2022-04-20,0.22124936102743628,0.24092089285820023,0.09794770663245994,0.2458379994446289
2022-04-21,0.24092089285820023,0.09794770663245994,0.2458379994446289,0.16196820985361968
2022-04-22,0.09794770663245994,0.2458379994446289,0.16196820985361968,0.10078955261280127
2022-04-23,0.2458379994446289,0.16196820985361968,0.10078955261280127,0.1141353319191441
2022-04-24,0.16196820985361968,0.10078955261280127,0.1141353319191441,0.12925597521407753
2022-04-25,0.10078955261280127,0.1141353319191441,0.12925597521407753,0.2614936468700193
2022-04-26,0.1141353319191441,0.12925597521407753,0.2614936468700193,0.10793407201809187
2022-04-27,0.12925597521407753,0.2614936468700193,0.10793407201809187,0.1373667471739131
2022-04-28,0.2614936468700193,0.10793407201809187,0.1373667471739131,0.16679942232973433
2022-04-29,0.10793407201809187,0.1373667471739131,0.16679942232973433,0.1299802487507489
2022-04-30,0.1373667471739131,0.16679942232973433,0.1299802487507489,0.05097178361451687
2022-05-01,0.16679942232973433,0.1299802487507489,0.05097178361451687,0.12482262741881188
2022-05-02,0.1299802487507489,0.05097178361451687,0.12482262741881188,0.12297674230752607
2022-05-03,0.05097178361451687,0.12482262741881188,0.12297674230752607,0.12106268924953026
2022-05-04,0.12482262741881188,0.12297674230752607,0.12106268924953026,0.1191486361915344
2022-05-05,0.12297674230752607,0.12106268924953026,0.1191486361915344,0.11723458313353857
2022-05-06,0.12106268924953026,0.1191486361915344,0.11723458313353857,0.2300821678872207
2022-05-07,0.1191486361915344,0.11723458313353857,0.2300821678872207,0.1907759643364242
2022-05-08,0.11723458313353857,0.2300821678872207,0.1907759643364242,0.15675138372019512
2022-05-09,0.2300821678872207,0.1907759643364242,0.15675138372019512,0.12272680310396607
2022-05-10,0.1907759643364242,0.15675138372019512,0.12272680310396607,0.08870222248773704
2022-05-11,0.15675138372019512,0.12272680310396607,0.08870222248773704,0.19831544579896718
2022-05-12,0.12272680310396607,0.08870222248773704,0.19831544579896718,0.18337362406481428
2022-05-13,0.08870222248773704,0.19831544579896718,0.18337362406481428,0.3219923677454932
2022-05-14,0.19831544579896718,0.18337362406481428,0.3219923677454932,0.21724495904082378
2022-05-15,0.18337362406481428,0.3219923677454932,0.21724495904082378,0.22780521321960767
2022-05-16,0.3219923677454932,0.21724495904082378,0.22780521321960767,0.16962640277450353
2022-05-17,0.21724495904082378,0.22780521321960767,0.16962640277450353,0.222675973690239
2022-05-18,0.22780521321960767,0.16962640277450353,0.222675973690239,0.05277901460529363
2022-05-19,0.16962640277450353,0.222675973690239,0.05277901460529363,0.0806488966929875
2022-05-20,0.222675973690239,0.05277901460529363,0.0806488966929875,0.10851877878068136
2022-05-21,0.05277901460529363,0.0806488966929875,0.10851877878068136,0.1363886608683752
2022-05-22,0.0806488966929875,0.10851877878068136,0.1363886608683752,0.15400593181563638
2022-05-23,0.10851877878068136,0.1363886608683752,0.15400593181563638,0.15891672113424968
2022-05-24,0.1363886608683752,0.15400593181563638,0.15891672113424968,0.07173622431564224
2022-05-25,0.15400593181563638,0.15891672113424968,0.07173622431564224,0.16499675043322093
2022-05-26,0.15891672113424968,0.07173622431564224,0.16499675043322093,0.28118003751762577
2022-05-27,0.07173622431564224,0.16499675043322093,0.28118003751762577,0.2554639599863424
2022-05-28,0.16499675043322093,0.28118003751762577,0.2554639599863424,0.22974788245505906
2022-05-29,0.28118003751762577,0.2554639599863424,0.22974788245505906,0.1232001755457335
2022-05-30,0.2554639599863424,0.22974788245505906,0.1232001755457335,0.17115595710671025
2022-05-31,0.22974788245505906,0.1232001755457335,0.17115595710671025,0.19848312819513184
2022-06-01,0.1232001755457335,0.17115595710671025,0.19848312819513184,0.33424500129288437
2022-06-02,0.17115595710671025,0.19848312819513184,0.33424500129288437,0.3353263342674118
2022-06-03,0.19848312819513184,0.33424500129288437,0.3353263342674118,0.29036925677418784
2022-06-04,0.33424500129288437,0.3353263342674118,0.29036925677418784,0.27569109666218733
2022-06-05,0.3353263342674118,0.29036925677418784,0.27569109666218733,0.26101293655018687
2022-06-06,0.29036925677418784,0.27569109666218733,0.26101293655018687,0.2352431870485139
2022-06-07,0.27569109666218733,0.26101293655018687,0.2352431870485139,0.1989023887554935
2022-06-08,0.26101293655018687,0.2352431870485139,0.1989023887554935,0.06803621136869223
2022-06-09,0.2352431870485139,0.1989023887554935,0.06803621136869223,0.11734551004179829
2022-06-10,0.1989023887554935,0.06803621136869223,0.11734551004179829,0.16665480871490432
2022-06-11,0.06803621136869223,0.11734551004179829,0.16665480871490432,0.23032963896479164
2022-06-12,0.11734551004179829,0.16665480871490432,0.23032963896479164,0.15429907481407265
2022-06-13,0.16665480871490432,0.23032963896479164,0.15429907481407265,0.15178786848524986
2022-06-14,0.23032963896479164,0.15429907481407265,0.15178786848524986,0.14927666215642707
2022-06-15,0.15429907481407265,0.15178786848524986,0.14927666215642707,0.14676545582760428
2022-06-16,0.15178786848524986,0.14927666215642707,0.14676545582760428,0.1442542494987815
2022-06-17,0.14927666215642707,0.14676545582760428,0.1442542494987815,0.3117606158805628
2022-06-18,0.14676545582760428,0.1442542494987815,0.3117606158805628,0.45123542113862725
2022-06-19,0.1442542494987815,0.3117606158805628,0.45123542113862725,0.22673184115946826
2022-06-20,0.3117606158805628,0.45123542113862725,0.22673184115946826,0.24025588628695546
2022-06-21,0.45123542113862725,0.22673184115946826,0.24025588628695546,0.25377993141444266
2022-06-22,0.22673184115946826,0.24025588628695546,0.25377993141444266,0.21215160408357772
2022-06-23,0.24025588628695546,0.25377993141444266,0.21215160408357772,0.15947095897302407
2022-06-24,0.25377993141444266,0.21215160408357772,0.15947095897302407,0.3013413655440969
2022-06-25,0.21215160408357772,0.15947095897302407,0.3013413655440969,0.25418266667285405
2022-06-26,0.15947095897302407,0.3013413655440969,0.25418266667285405,0.2565801033948624
2022-06-27,0.3013413655440969,0.25418266667285405,0.2565801033948624,0.2589775401168708
2022-06-28,0.25418266667285405,0.2565801033948624,0.2589775401168708,0.3465286559543936
2022-06-29,0.2565801033948624,0.2589775401168708,0.3465286559543936,0.4826155164653598
2022-06-30,0.2589775401168708,0.3465286559543936,0.4826155164653598,0.38677508488590157
2022-07-01,0.3465286559543936,0.4826155164653598,0.38677508488590157,0.1746685494422373
2022-07-02,0.4826155164653598,0.38677508488590157,0.1746685494422373,0.1577530179135191
2022-07-03,0.38677508488590157,0.1746685494422373,0.1577530179135191,0.1864936639537173
2022-07-04,0.1746685494422373,0.1577530179135191,0.1864936639537173,0.08548812542206843
2022-07-05,0.1577530179135191,0.1864936639537173,0.08548812542206843,0.4085641329654201
2022-07-06,0.1864936639537173,0.08548812542206843,0.4085641329654201,0.3165900251786304
2022-07-07,0.08548812542206843,0.4085641329654201,0.3165900251786304,0.22461591739184067
2022-07-08,0.4085641329654201,0.3165900251786304,0.22461591739184067,0.3551453333764225
2022-07-09,0.3165900251786304,0.22461591739184067,0.3551453333764225,0.2857820047639872
2022-07-10,0.22461591739184067,0.3551453333764225,0.2857820047639872,0.20944767262540742
2022-07-11,0.3551453333764225,0.2857820047639872,0.20944767262540742,0.12282295401990935
2022-07-12,0.2857820047639872,0.20944767262540742,0.12282295401990935,0.1444190926959085
2022-07-13,0.20944767262540742,0.12282295401990935,0.1444190926959085,0.08948918936058294
2022-07-14,0.12282295401990935,0.1444190926959085,0.08948918936058294,0.21033283157594515
2022-07-15,0.1444190926959085,0.08948918936058294,0.21033283157594515,0.19692693720738147
2022-07-16,0.08948918936058294,0.21033283157594515,0.19692693720738147,0.2877968553661163
2022-07-17,0.21033283157594515,0.19692693720738147,0.2877968553661163,0.26942858575795914
2022-07-18,0.19692693720738147,0.2877968553661163,0.26942858575795914,0.2510603161498019
2022-07-19,0.2877968553661163,0.26942858575795914,0.2510603161498019,0.3465605822601865
2022-07-20,0.26942858575795914,0.2510603161498019,0.3465605822601865,0.2190532807165073
2022-07-21,0.2510603161498019,0.3465605822601865,0.2190532807165073,0.30244614504561235
2022-07-22,0.3465605822601865,0.2190532807165073,0.30244614504561235,0.3164646626997378
2022-07-23,0.2190532807165073,0.30244614504561235,0.3164646626997378,0.3304831803538632
2022-07-24,0.30244614504561235,0.3164646626997378,0.3304831803538632,0.21220395270977804
2022-07-25,0.3164646626997378,0.3304831803538632,0.21220395270977804,0.2459242493926373
2022-07-26,0.3304831803538632,0.21220395270977804,0.2459242493926373,0.35675579400112156
2022-07-27,0.21220395270977804,0.2459242493926373,0.35675579400112156,0.20558689153936613
2022-07-28,0.2459242493926373,0.35675579400112156,0.20558689153936613,0.2037918878551807
2022-07-29,0.35675579400112156,0.20558689153936613,0.2037918878551807,0.18802693251486827
2022-07-30,0.20558689153936613,0.2037918878551807,0.18802693251486827,0.2739548407311178
2022-07-31,0.2037918878551807,0.18802693251486827,0.2739548407311178,0.34969673174076826
2022-08-01,0.18802693251486827,0.2739548407311178,0.34969673174076826,0.2377686508337639
2022-08-02,0.2739548407311178,0.34969673174076826,0.2377686508337639,0.163321859835214
2022-08-03,0.34969673174076826,0.2377686508337639,0.163321859835214,0.18909339502940747
2022-08-04,0.2377686508337639,0.163321859835214,0.18909339502940747,0.372617697207502
2022-08-05,0.163321859835214,0.18909339502940747,0.372617697207502,0.4341093539018415
2022-08-06,0.18909339502940747,0.372617697207502,0.4341093539018415,0.25416309750778526
2022-08-07,0.372617697207502,0.4341093539018415,0.25416309750778526,0.19649974111052107
2022-08-08,0.4341093539018415,0.25416309750778526,0.19649974111052107,0.285081488592911
2022-08-09,0.25416309750778526,0.19649974111052107,0.285081488592911,0.20924834489055189
2022-08-10,0.19649974111052107,0.285081488592911,0.20924834489055189,0.2552162532734648
2022-08-11,0.285081488592911,0.20924834489055189,0.2552162532734648,0.19916974568122847
2022-08-12,0.20924834489055189,0.2552162532734648,0.19916974568122847,0.07506805820662595
2022-08-13,0.2552162532734648,0.19916974568122847,0.07506805820662595,0.12702028745500557
